Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,070014,1987,06,12.9,Y
IDCJAC0002,070014,1987,07,11.4,Y
IDCJAC0002,070014,1987,08,13.2,Y
IDCJAC0002,070014,1987,09,17.8,Y
IDCJAC0002,070014,1987,10,18.9,Y
IDCJAC0002,070014,1987,11,23.6,Y
IDCJAC0002,070014,1987,12,25.5,Y
IDCJAC0002,070014,1988,01,31.1,Y
IDCJAC0002,070014,1988,02,26.3,Y
IDCJAC0002,070014,1988,03,24.7,Y
IDCJAC0002,070014,1988,04,19.9,Y
IDCJAC0002,070014,1988,05,16.0,Y
IDCJAC0002,070014,1988,06,12.1,Y
IDCJAC0002,070014,1988,07,12.3,Y
IDCJAC0002,070014,1988,08,13.5,Y
IDCJAC0002,070014,1988,09,16.4,Y
IDCJAC0002,070014,1988,10,20.4,Y
IDCJAC0002,070014,1988,11,23.0,Y
IDCJAC0002,070014,1988,12,25.4,Y
IDCJAC0002,070014,1989,01,24.7,Y
IDCJAC0002,070014,1989,02,27.1,Y
IDCJAC0002,070014,1989,03,23.4,Y
IDCJAC0002,070014,1989,04,19.2,Y
IDCJAC0002,070014,1989,05,15.8,Y
IDCJAC0002,070014,1989,06,11.7,Y
IDCJAC0002,070014,1989,07,10.6,Y
IDCJAC0002,070014,1989,08,11.0,Y
IDCJAC0002,070014,1989,09,16.3,Y
IDCJAC0002,070014,1989,10,19.0,Y
IDCJAC0002,070014,1989,11,22.1,Y
IDCJAC0002,070014,1989,12,25.4,Y
IDCJAC0002,070014,1990,01,27.8,Y
IDCJAC0002,070014,1990,02,25.3,Y
IDCJAC0002,070014,1990,03,25.1,Y
IDCJAC0002,070014,1990,04,19.8,Y
IDCJAC0002,070014,1990,05,15.9,Y
IDCJAC0002,070014,1990,06,11.2,Y
IDCJAC0002,070014,1990,07,11.3,Y
IDCJAC0002,070014,1990,08,11.4,Y
IDCJAC0002,070014,1990,09,15.3,Y
IDCJAC0002,070014,1990,10,19.5,Y
IDCJAC0002,070014,1990,11,24.6,Y
IDCJAC0002,070014,1990,12,29.5,Y
IDCJAC0002,070014,1991,01,29.7,Y
IDCJAC0002,070014,1991,02,30.5,Y
IDCJAC0002,070014,1991,03,25.9,Y
IDCJAC0002,070014,1991,04,20.7,Y
IDCJAC0002,070014,1991,05,16.8,Y
IDCJAC0002,070014,1991,06,14.1,Y
IDCJAC0002,070014,1991,07,11.1,Y
IDCJAC0002,070014,1991,08,11.6,Y
IDCJAC0002,070014,1991,09,15.0,Y
IDCJAC0002,070014,1991,10,21.9,Y
IDCJAC0002,070014,1991,11,22.7,Y
IDCJAC0002,070014,1991,12,24.2,Y
IDCJAC0002,070014,1992,01,26.0,Y
IDCJAC0002,070014,1992,02,23.9,Y
IDCJAC0002,070014,1992,03,24.5,Y
IDCJAC0002,070014,1992,04,19.7,Y
IDCJAC0002,070014,1992,05,16.0,Y
IDCJAC0002,070014,1992,06,12.0,Y
IDCJAC0002,070014,1992,07,11.9,Y
IDCJAC0002,070014,1992,08,12.0,Y
IDCJAC0002,070014,1992,09,13.9,Y
IDCJAC0002,070014,1992,10,18.3,Y
IDCJAC0002,070014,1992,11,19.4,Y
IDCJAC0002,070014,1992,12,22.8,Y
IDCJAC0002,070014,1993,01,28.1,Y
IDCJAC0002,070014,1993,02,26.5,Y
IDCJAC0002,070014,1993,03,22.0,Y
IDCJAC0002,070014,1993,04,21.3,Y
IDCJAC0002,070014,1993,05,16.4,Y
IDCJAC0002,070014,1993,06,11.7,Y
IDCJAC0002,070014,1993,07,13.2,Y
IDCJAC0002,070014,1993,08,14.2,Y
IDCJAC0002,070014,1993,09,16.1,Y
IDCJAC0002,070014,1993,10,18.4,Y
IDCJAC0002,070014,1993,11,22.1,Y
IDCJAC0002,070014,1993,12,24.9,Y
IDCJAC0002,070014,1994,01,28.6,Y
IDCJAC0002,070014,1994,02,28.4,Y
IDCJAC0002,070014,1994,03,22.3,Y
IDCJAC0002,070014,1994,04,20.6,Y
IDCJAC0002,070014,1994,05,15.7,Y
IDCJAC0002,070014,1994,06,12.7,Y
IDCJAC0002,070014,1994,07,13.2,Y
IDCJAC0002,070014,1994,08,13.9,Y
IDCJAC0002,070014,1994,09,16.7,Y
IDCJAC0002,070014,1994,10,20.3,Y
IDCJAC0002,070014,1994,11,23.9,Y
IDCJAC0002,070014,1994,12,28.3,Y
IDCJAC0002,070014,1995,01,25.1,Y
IDCJAC0002,070014,1995,02,26.4,Y
IDCJAC0002,070014,1995,03,23.7,Y
IDCJAC0002,070014,1995,04,18.3,Y
IDCJAC0002,070014,1995,05,15.6,Y
IDCJAC0002,070014,1995,06,12.1,Y
IDCJAC0002,070014,1995,07,9.9,Y
IDCJAC0002,070014,1995,08,16.1,Y
IDCJAC0002,070014,1995,09,16.0,Y
IDCJAC0002,070014,1995,10,19.3,Y
IDCJAC0002,070014,1995,11,21.7,Y
IDCJAC0002,070014,1995,12,24.0,Y
IDCJAC0002,070014,1996,01,25.8,Y
IDCJAC0002,070014,1996,02,24.3,Y
IDCJAC0002,070014,1996,03,23.9,Y
IDCJAC0002,070014,1996,04,18.6,Y
IDCJAC0002,070014,1996,05,16.7,Y
IDCJAC0002,070014,1996,06,13.5,Y
IDCJAC0002,070014,1996,07,11.2,Y
IDCJAC0002,070014,1996,08,12.9,Y
IDCJAC0002,070014,1996,09,16.1,Y
IDCJAC0002,070014,1996,10,20.0,Y
IDCJAC0002,070014,1996,11,20.7,Y
IDCJAC0002,070014,1996,12,25.6,Y
IDCJAC0002,070014,1997,01,26.4,Y
IDCJAC0002,070014,1997,02,30.3,Y
IDCJAC0002,070014,1997,03,24.7,Y
IDCJAC0002,070014,1997,04,22.6,Y
IDCJAC0002,070014,1997,05,16.9,Y
IDCJAC0002,070014,1997,06,13.0,Y
IDCJAC0002,070014,1997,07,12.1,Y
IDCJAC0002,070014,1997,08,13.3,Y
IDCJAC0002,070014,1997,09,15.9,Y
IDCJAC0002,070014,1997,10,21.1,Y
IDCJAC0002,070014,1997,11,26.6,Y
IDCJAC0002,070014,1997,12,29.6,Y
IDCJAC0002,070014,1998,01,29.5,Y
IDCJAC0002,070014,1998,02,30.3,Y
IDCJAC0002,070014,1998,03,28.1,Y
IDCJAC0002,070014,1998,04,21.1,Y
IDCJAC0002,070014,1998,05,15.7,Y
IDCJAC0002,070014,1998,06,12.4,Y
IDCJAC0002,070014,1998,07,11.1,Y
IDCJAC0002,070014,1998,08,13.7,Y
IDCJAC0002,070014,1998,09,17.1,Y
IDCJAC0002,070014,1998,10,18.1,Y
IDCJAC0002,070014,1998,11,20.8,Y
IDCJAC0002,070014,1998,12,27.6,Y
IDCJAC0002,070014,1999,01,29.3,Y
IDCJAC0002,070014,1999,02,26.2,Y
IDCJAC0002,070014,1999,03,24.9,Y
IDCJAC0002,070014,1999,04,18.5,Y
IDCJAC0002,070014,1999,05,17.5,Y
IDCJAC0002,070014,1999,06,12.8,Y
IDCJAC0002,070014,1999,07,13.0,Y
IDCJAC0002,070014,1999,08,14.6,Y
IDCJAC0002,070014,1999,09,17.6,Y
IDCJAC0002,070014,1999,10,19.4,Y
IDCJAC0002,070014,1999,11,20.5,Y
IDCJAC0002,070014,1999,12,24.5,Y
IDCJAC0002,070014,2000,01,24.5,Y
IDCJAC0002,070014,2000,02,28.9,Y
IDCJAC0002,070014,2000,03,25.5,Y
IDCJAC0002,070014,2000,04,20.3,Y
IDCJAC0002,070014,2000,05,15.1,Y
IDCJAC0002,070014,2000,06,12.4,Y
IDCJAC0002,070014,2000,07,11.8,Y
IDCJAC0002,070014,2000,08,13.1,Y
IDCJAC0002,070014,2000,09,17.5,Y
IDCJAC0002,070014,2000,10,18.6,Y
IDCJAC0002,070014,2000,11,22.5,Y
IDCJAC0002,070014,2000,12,27.8,Y
IDCJAC0002,070014,2001,01,31.0,Y
IDCJAC0002,070014,2001,02,28.6,Y
IDCJAC0002,070014,2001,03,23.2,Y
IDCJAC0002,070014,2001,04,21.5,Y
IDCJAC0002,070014,2001,05,16.9,Y
IDCJAC0002,070014,2001,06,14.2,Y
IDCJAC0002,070014,2001,07,12.7,Y
IDCJAC0002,070014,2001,08,13.5,Y
IDCJAC0002,070014,2001,09,18.6,Y
IDCJAC0002,070014,2001,10,18.9,Y
IDCJAC0002,070014,2001,11,22.6,Y
IDCJAC0002,070014,2001,12,26.8,Y
IDCJAC0002,070014,2002,01,28.8,Y
IDCJAC0002,070014,2002,02,24.5,Y
IDCJAC0002,070014,2002,03,25.2,Y
IDCJAC0002,070014,2002,04,22.4,Y
IDCJAC0002,070014,2002,05,16.3,Y
IDCJAC0002,070014,2002,06,13.2,Y
IDCJAC0002,070014,2002,07,12.5,Y
IDCJAC0002,070014,2002,08,14.8,Y
IDCJAC0002,070014,2002,09,17.7,Y
IDCJAC0002,070014,2002,10,21.3,Y
IDCJAC0002,070014,2002,11,27.5,Y
IDCJAC0002,070014,2002,12,28.1,Y
IDCJAC0002,070014,2003,01,30.5,Y
IDCJAC0002,070014,2003,02,29.2,Y
IDCJAC0002,070014,2003,03,23.7,Y
IDCJAC0002,070014,2003,04,20.2,Y
IDCJAC0002,070014,2003,05,17.2,Y
IDCJAC0002,070014,2003,06,12.9,Y
IDCJAC0002,070014,2003,07,12.2,Y
IDCJAC0002,070014,2003,08,12.9,Y
IDCJAC0002,070014,2003,09,16.2,Y
IDCJAC0002,070014,2003,10,17.5,Y
IDCJAC0002,070014,2003,11,23.8,Y
IDCJAC0002,070014,2003,12,27.0,Y
IDCJAC0002,070014,2004,01,29.3,Y
IDCJAC0002,070014,2004,02,30.6,Y
IDCJAC0002,070014,2004,03,26.7,Y
IDCJAC0002,070014,2004,04,22.3,Y
IDCJAC0002,070014,2004,05,16.7,Y
IDCJAC0002,070014,2004,06,13.1,Y
IDCJAC0002,070014,2004,07,12.1,Y
IDCJAC0002,070014,2004,08,14.7,Y
IDCJAC0002,070014,2004,09,17.1,Y
IDCJAC0002,070014,2004,10,20.2,Y
IDCJAC0002,070014,2004,11,23.4,Y
IDCJAC0002,070014,2004,12,26.6,Y
IDCJAC0002,070014,2005,01,29.1,Y
IDCJAC0002,070014,2005,02,26.9,Y
IDCJAC0002,070014,2005,03,24.3,Y
IDCJAC0002,070014,2005,04,24.5,Y
IDCJAC0002,070014,2005,05,18.4,Y
IDCJAC0002,070014,2005,06,14.1,Y
IDCJAC0002,070014,2005,07,12.7,Y
IDCJAC0002,070014,2005,08,14.3,Y
IDCJAC0002,070014,2005,09,16.3,Y
IDCJAC0002,070014,2005,10,20.3,Y
IDCJAC0002,070014,2005,11,22.8,Y
IDCJAC0002,070014,2005,12,28.8,Y
IDCJAC0002,070014,2006,01,30.4,Y
IDCJAC0002,070014,2006,02,30.5,Y
IDCJAC0002,070014,2006,03,26.9,Y
IDCJAC0002,070014,2006,04,19.7,Y
IDCJAC0002,070014,2006,05,16.2,Y
IDCJAC0002,070014,2006,06,11.9,Y
IDCJAC0002,070014,2006,07,12.7,Y
IDCJAC0002,070014,2006,08,15.3,Y
IDCJAC0002,070014,2006,09,19.4,Y
IDCJAC0002,070014,2006,10,24.2,Y
IDCJAC0002,070014,2006,11,26.5,Y
IDCJAC0002,070014,2006,12,27.7,Y
IDCJAC0002,070014,2007,01,31.5,Y
IDCJAC0002,070014,2007,02,29.1,Y
IDCJAC0002,070014,2007,03,25.8,Y
IDCJAC0002,070014,2007,04,22.1,Y
IDCJAC0002,070014,2007,05,18.0,Y
IDCJAC0002,070014,2007,06,11.6,Y
IDCJAC0002,070014,2007,07,11.3,Y
IDCJAC0002,070014,2007,08,15.0,Y
IDCJAC0002,070014,2007,09,17.1,Y
IDCJAC0002,070014,2007,10,23.2,Y
IDCJAC0002,070014,2007,11,25.1,Y
IDCJAC0002,070014,2007,12,25.1,Y
IDCJAC0002,070014,2008,01,29.1,Y
IDCJAC0002,070014,2008,02,24.6,Y
IDCJAC0002,070014,2008,03,26.0,Y
IDCJAC0002,070014,2008,04,19.5,Y
IDCJAC0002,070014,2008,05,17.2,Y
IDCJAC0002,070014,2008,06,14.5,Y
IDCJAC0002,070014,2008,07,11.7,Y
IDCJAC0002,070014,2008,08,12.8,Y
IDCJAC0002,070014,2008,09,18.0,Y
IDCJAC0002,070014,2008,10,23.0,Y
IDCJAC0002,070014,2008,11,23.5,Y
IDCJAC0002,070014,2008,12,25.3,Y
IDCJAC0002,070014,2009,01,31.0,Y
IDCJAC0002,070014,2009,02,28.7,Y
IDCJAC0002,070014,2009,03,26.7,Y
IDCJAC0002,070014,2009,04,19.6,Y
IDCJAC0002,070014,2009,05,16.5,Y
IDCJAC0002,070014,2009,06,12.7,Y
IDCJAC0002,070014,2009,07,12.3,Y
IDCJAC0002,070014,2009,08,14.5,Y
IDCJAC0002,070014,2009,09,17.4,Y
IDCJAC0002,070014,2009,10,19.0,Y
IDCJAC0002,070014,2009,11,29.0,Y
IDCJAC0002,070014,2009,12,28.8,Y
IDCJAC0002,070014,2010,01,31.6,Y
IDCJAC0002,070014,2010,02,27.3,Y
IDCJAC0002,070014,2010,03,24.7,Y
IDCJAC0002,070014,2010,04,21.2,Y
IDCJAC0002,070014,2010,05,16.6,Y
IDCJAC0002,070014,2010,06,12.9,Y
IDCJAC0002,070014,2010,07,12.7,Y
IDCJAC0002,070014,2010,08,12.1,Y
IDCJAC0002,070014,2010,09,16.2,Y
IDCJAC0002,070014,2010,10,19.6,Y
IDCJAC0002,070014,2010,11,22.5,Y
