,Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
3666,IDCJAC0009,70351,2018,1,14,4.6,1.0,N
3667,IDCJAC0009,70351,2018,1,15,0.0,1.0,N
3668,IDCJAC0009,70351,2018,1,16,0.0,1.0,N
3669,IDCJAC0009,70351,2018,1,17,0.0,1.0,N
3670,IDCJAC0009,70351,2018,1,18,0.0,1.0,N
3671,IDCJAC0009,70351,2018,1,19,0.0,1.0,N
3672,IDCJAC0009,70351,2018,1,20,0.0,1.0,N
3673,IDCJAC0009,70351,2018,1,21,0.0,1.0,N
3674,IDCJAC0009,70351,2018,1,22,0.0,1.0,N
3675,IDCJAC0009,70351,2018,1,23,0.0,1.0,N
3676,IDCJAC0009,70351,2018,1,24,7.4,1.0,N
3677,IDCJAC0009,70351,2018,1,25,0.8,1.0,N
3678,IDCJAC0009,70351,2018,1,26,0.0,1.0,N
3679,IDCJAC0009,70351,2018,1,27,0.0,1.0,N
3680,IDCJAC0009,70351,2018,1,28,0.0,1.0,N
3681,IDCJAC0009,70351,2018,1,29,0.0,1.0,N
3682,IDCJAC0009,70351,2018,1,30,0.0,1.0,N
3683,IDCJAC0009,70351,2018,1,31,17.0,1.0,N
3684,IDCJAC0009,70351,2018,2,1,0.0,1.0,N
3685,IDCJAC0009,70351,2018,2,2,0.0,1.0,N
3686,IDCJAC0009,70351,2018,2,3,0.0,1.0,N
3687,IDCJAC0009,70351,2018,2,4,0.0,1.0,N
3688,IDCJAC0009,70351,2018,2,5,0.0,1.0,N
3689,IDCJAC0009,70351,2018,2,6,0.0,1.0,N
3690,IDCJAC0009,70351,2018,2,7,0.0,1.0,N
3691,IDCJAC0009,70351,2018,2,8,0.0,1.0,N
3692,IDCJAC0009,70351,2018,2,9,0.0,1.0,N
3693,IDCJAC0009,70351,2018,2,10,2.0,1.0,N
3694,IDCJAC0009,70351,2018,2,11,0.4,1.0,N
3695,IDCJAC0009,70351,2018,2,12,0.0,1.0,N
3696,IDCJAC0009,70351,2018,2,13,0.0,1.0,N
3697,IDCJAC0009,70351,2018,2,14,0.0,1.0,N
3698,IDCJAC0009,70351,2018,2,15,0.0,1.0,N
3699,IDCJAC0009,70351,2018,2,16,0.0,1.0,N
3700,IDCJAC0009,70351,2018,2,17,0.0,1.0,N
3701,IDCJAC0009,70351,2018,2,18,0.0,1.0,N
3702,IDCJAC0009,70351,2018,2,19,0.0,1.0,N
3703,IDCJAC0009,70351,2018,2,20,0.0,1.0,N
3704,IDCJAC0009,70351,2018,2,21,0.0,1.0,N
3705,IDCJAC0009,70351,2018,2,22,0.0,1.0,N
3706,IDCJAC0009,70351,2018,2,23,0.0,1.0,N
3707,IDCJAC0009,70351,2018,2,24,0.0,1.0,N
3708,IDCJAC0009,70351,2018,2,25,19.6,1.0,N
3709,IDCJAC0009,70351,2018,2,26,64.4,1.0,N
3710,IDCJAC0009,70351,2018,2,27,0.0,1.0,N
3711,IDCJAC0009,70351,2018,2,28,0.0,1.0,N
3712,IDCJAC0009,70351,2018,3,1,0.0,1.0,N
3713,IDCJAC0009,70351,2018,3,2,0.0,1.0,N
3714,IDCJAC0009,70351,2018,3,3,0.0,1.0,N
3715,IDCJAC0009,70351,2018,3,4,0.0,1.0,N
3716,IDCJAC0009,70351,2018,3,5,0.0,1.0,N
3717,IDCJAC0009,70351,2018,3,6,0.0,1.0,N
3718,IDCJAC0009,70351,2018,3,7,0.2,1.0,N
3719,IDCJAC0009,70351,2018,3,8,0.0,1.0,N
3720,IDCJAC0009,70351,2018,3,9,0.0,1.0,N
3721,IDCJAC0009,70351,2018,3,10,0.0,1.0,N
3722,IDCJAC0009,70351,2018,3,11,0.0,1.0,N
3723,IDCJAC0009,70351,2018,3,12,0.0,1.0,N
3724,IDCJAC0009,70351,2018,3,13,0.0,1.0,N
3725,IDCJAC0009,70351,2018,3,14,0.0,1.0,N
3726,IDCJAC0009,70351,2018,3,15,0.0,1.0,N
3727,IDCJAC0009,70351,2018,3,16,0.0,1.0,N
3728,IDCJAC0009,70351,2018,3,17,0.8,1.0,N
3729,IDCJAC0009,70351,2018,3,18,0.0,1.0,N
3730,IDCJAC0009,70351,2018,3,19,0.0,1.0,N
3731,IDCJAC0009,70351,2018,3,20,0.0,1.0,N
3732,IDCJAC0009,70351,2018,3,21,0.0,1.0,N
3733,IDCJAC0009,70351,2018,3,22,0.0,1.0,N
3734,IDCJAC0009,70351,2018,3,23,0.2,1.0,N
3735,IDCJAC0009,70351,2018,3,24,0.0,1.0,N
3736,IDCJAC0009,70351,2018,3,25,0.0,1.0,N
3737,IDCJAC0009,70351,2018,3,26,6.0,1.0,N
3738,IDCJAC0009,70351,2018,3,27,0.0,1.0,N
3740,IDCJAC0009,70351,2018,3,29,0.0,1.0,N
3741,IDCJAC0009,70351,2018,3,30,0.0,1.0,N
3742,IDCJAC0009,70351,2018,3,31,0.0,1.0,N
3743,IDCJAC0009,70351,2018,4,1,0.0,1.0,N
3744,IDCJAC0009,70351,2018,4,2,0.0,1.0,N
3745,IDCJAC0009,70351,2018,4,3,0.0,1.0,N
3746,IDCJAC0009,70351,2018,4,4,0.0,1.0,N
3747,IDCJAC0009,70351,2018,4,5,0.0,1.0,N
3748,IDCJAC0009,70351,2018,4,6,0.0,1.0,N
3749,IDCJAC0009,70351,2018,4,7,0.0,1.0,N
3750,IDCJAC0009,70351,2018,4,8,0.0,1.0,N
3751,IDCJAC0009,70351,2018,4,9,0.0,1.0,N
3752,IDCJAC0009,70351,2018,4,10,0.0,1.0,N
3753,IDCJAC0009,70351,2018,4,11,0.0,1.0,N
3754,IDCJAC0009,70351,2018,4,12,0.0,1.0,N
3755,IDCJAC0009,70351,2018,4,13,0.0,1.0,N
3756,IDCJAC0009,70351,2018,4,14,12.0,1.0,N
3757,IDCJAC0009,70351,2018,4,15,2.4,1.0,N
3758,IDCJAC0009,70351,2018,4,16,0.0,1.0,N
3759,IDCJAC0009,70351,2018,4,17,0.0,1.0,N
3760,IDCJAC0009,70351,2018,4,18,0.0,1.0,N
3761,IDCJAC0009,70351,2018,4,19,0.0,1.0,N
3762,IDCJAC0009,70351,2018,4,20,0.0,1.0,N
3763,IDCJAC0009,70351,2018,4,21,0.0,1.0,N
3764,IDCJAC0009,70351,2018,4,22,0.0,1.0,N
3765,IDCJAC0009,70351,2018,4,23,0.2,1.0,N
3766,IDCJAC0009,70351,2018,4,24,0.0,1.0,N
3767,IDCJAC0009,70351,2018,4,25,0.0,1.0,N
3768,IDCJAC0009,70351,2018,4,26,0.0,1.0,N
3769,IDCJAC0009,70351,2018,4,27,0.0,1.0,N
3770,IDCJAC0009,70351,2018,4,28,0.0,1.0,N
3771,IDCJAC0009,70351,2018,4,29,0.0,1.0,N
3772,IDCJAC0009,70351,2018,4,30,5.0,1.0,N
3773,IDCJAC0009,70351,2018,5,1,0.0,1.0,N
3774,IDCJAC0009,70351,2018,5,2,0.0,1.0,N
3775,IDCJAC0009,70351,2018,5,3,0.0,1.0,N
3776,IDCJAC0009,70351,2018,5,4,6.0,1.0,N
3777,IDCJAC0009,70351,2018,5,5,2.0,1.0,N
3778,IDCJAC0009,70351,2018,5,6,0.0,1.0,N
3779,IDCJAC0009,70351,2018,5,7,0.0,1.0,N
3780,IDCJAC0009,70351,2018,5,8,0.0,1.0,N
3781,IDCJAC0009,70351,2018,5,9,0.0,1.0,N
3782,IDCJAC0009,70351,2018,5,10,0.0,1.0,N
3783,IDCJAC0009,70351,2018,5,11,3.6,1.0,N
3784,IDCJAC0009,70351,2018,5,12,0.2,1.0,N
3785,IDCJAC0009,70351,2018,5,13,0.2,1.0,N
3786,IDCJAC0009,70351,2018,5,14,0.0,1.0,N
3787,IDCJAC0009,70351,2018,5,15,0.0,1.0,N
3788,IDCJAC0009,70351,2018,5,16,0.0,1.0,N
3789,IDCJAC0009,70351,2018,5,17,0.0,1.0,N
3790,IDCJAC0009,70351,2018,5,18,0.0,1.0,N
3791,IDCJAC0009,70351,2018,5,19,0.0,1.0,N
3792,IDCJAC0009,70351,2018,5,20,0.0,1.0,N
3793,IDCJAC0009,70351,2018,5,21,0.0,1.0,N
3794,IDCJAC0009,70351,2018,5,22,0.0,1.0,N
3795,IDCJAC0009,70351,2018,5,23,0.0,1.0,N
3796,IDCJAC0009,70351,2018,5,24,0.0,1.0,N
3797,IDCJAC0009,70351,2018,5,25,0.0,1.0,N
3798,IDCJAC0009,70351,2018,5,26,0.0,1.0,N
3799,IDCJAC0009,70351,2018,5,27,0.0,1.0,N
3800,IDCJAC0009,70351,2018,5,28,0.0,1.0,N
3801,IDCJAC0009,70351,2018,5,29,0.0,1.0,N
3802,IDCJAC0009,70351,2018,5,30,3.0,1.0,N
3803,IDCJAC0009,70351,2018,5,31,0.0,1.0,N
3804,IDCJAC0009,70351,2018,6,1,0.0,1.0,N
3805,IDCJAC0009,70351,2018,6,2,0.0,1.0,N
3806,IDCJAC0009,70351,2018,6,3,0.0,1.0,N
3807,IDCJAC0009,70351,2018,6,4,0.0,1.0,N
3808,IDCJAC0009,70351,2018,6,5,1.4,1.0,N
3809,IDCJAC0009,70351,2018,6,6,0.0,1.0,N
3810,IDCJAC0009,70351,2018,6,7,0.0,1.0,N
3811,IDCJAC0009,70351,2018,6,8,0.0,1.0,N
3812,IDCJAC0009,70351,2018,6,9,4.4,1.0,N
3813,IDCJAC0009,70351,2018,6,10,1.4,1.0,N
3814,IDCJAC0009,70351,2018,6,11,0.0,1.0,N
3815,IDCJAC0009,70351,2018,6,12,2.2,1.0,N
3816,IDCJAC0009,70351,2018,6,13,1.4,1.0,N
3817,IDCJAC0009,70351,2018,6,14,0.0,1.0,N
3818,IDCJAC0009,70351,2018,6,15,0.8,1.0,N
3819,IDCJAC0009,70351,2018,6,16,3.8,1.0,N
3820,IDCJAC0009,70351,2018,6,17,1.4,1.0,N
3821,IDCJAC0009,70351,2018,6,18,0.2,1.0,N
3822,IDCJAC0009,70351,2018,6,19,0.2,1.0,N
3823,IDCJAC0009,70351,2018,6,20,0.0,1.0,N
3824,IDCJAC0009,70351,2018,6,21,0.0,1.0,N
3825,IDCJAC0009,70351,2018,6,22,0.0,1.0,N
3826,IDCJAC0009,70351,2018,6,23,0.2,1.0,N
3827,IDCJAC0009,70351,2018,6,24,0.0,1.0,N
3828,IDCJAC0009,70351,2018,6,25,0.2,1.0,N
3829,IDCJAC0009,70351,2018,6,26,0.0,1.0,N
3830,IDCJAC0009,70351,2018,6,27,0.0,1.0,N
3831,IDCJAC0009,70351,2018,6,28,9.6,1.0,N
3832,IDCJAC0009,70351,2018,6,29,0.6,1.0,N
3833,IDCJAC0009,70351,2018,6,30,0.0,1.0,N
3834,IDCJAC0009,70351,2018,7,1,0.0,1.0,N
3835,IDCJAC0009,70351,2018,7,2,0.0,1.0,N
3836,IDCJAC0009,70351,2018,7,3,0.2,1.0,N
3837,IDCJAC0009,70351,2018,7,4,0.0,1.0,N
3838,IDCJAC0009,70351,2018,7,5,0.0,1.0,N
3839,IDCJAC0009,70351,2018,7,6,0.2,1.0,N
3840,IDCJAC0009,70351,2018,7,7,1.4,1.0,N
3841,IDCJAC0009,70351,2018,7,8,0.0,1.0,N
3842,IDCJAC0009,70351,2018,7,9,0.0,1.0,N
3843,IDCJAC0009,70351,2018,7,10,0.0,1.0,N
3844,IDCJAC0009,70351,2018,7,11,0.0,1.0,N
3845,IDCJAC0009,70351,2018,7,12,0.0,1.0,N
3846,IDCJAC0009,70351,2018,7,13,0.0,1.0,N
3847,IDCJAC0009,70351,2018,7,14,0.0,1.0,N
3848,IDCJAC0009,70351,2018,7,15,0.0,1.0,N
3849,IDCJAC0009,70351,2018,7,16,0.0,1.0,N
3850,IDCJAC0009,70351,2018,7,17,0.2,1.0,N
3851,IDCJAC0009,70351,2018,7,18,0.0,1.0,N
3852,IDCJAC0009,70351,2018,7,19,0.0,1.0,N
3853,IDCJAC0009,70351,2018,7,20,0.6,1.0,N
3854,IDCJAC0009,70351,2018,7,21,0.4,1.0,N
3855,IDCJAC0009,70351,2018,7,22,0.0,1.0,N
3856,IDCJAC0009,70351,2018,7,23,0.0,1.0,N
3857,IDCJAC0009,70351,2018,7,24,0.0,1.0,N
3858,IDCJAC0009,70351,2018,7,25,0.2,1.0,N
3859,IDCJAC0009,70351,2018,7,26,0.0,1.0,N
3860,IDCJAC0009,70351,2018,7,27,0.0,1.0,N
3861,IDCJAC0009,70351,2018,7,28,0.0,1.0,N
3862,IDCJAC0009,70351,2018,7,29,3.8,1.0,N
3863,IDCJAC0009,70351,2018,7,30,0.8,1.0,N
3864,IDCJAC0009,70351,2018,7,31,0.0,1.0,N
3865,IDCJAC0009,70351,2018,8,1,0.0,1.0,N
3866,IDCJAC0009,70351,2018,8,2,0.0,1.0,N
3867,IDCJAC0009,70351,2018,8,3,0.0,1.0,N
3868,IDCJAC0009,70351,2018,8,4,13.8,1.0,N
3869,IDCJAC0009,70351,2018,8,5,0.0,1.0,N
3870,IDCJAC0009,70351,2018,8,6,0.0,1.0,N
3871,IDCJAC0009,70351,2018,8,7,6.6,1.0,N
3872,IDCJAC0009,70351,2018,8,8,0.0,1.0,N
3873,IDCJAC0009,70351,2018,8,9,0.0,1.0,N
3874,IDCJAC0009,70351,2018,8,10,0.2,1.0,N
3875,IDCJAC0009,70351,2018,8,11,0.0,1.0,N
3876,IDCJAC0009,70351,2018,8,12,3.0,1.0,N
3877,IDCJAC0009,70351,2018,8,13,0.0,1.0,N
3878,IDCJAC0009,70351,2018,8,14,0.0,1.0,N
3879,IDCJAC0009,70351,2018,8,15,0.0,1.0,N
3880,IDCJAC0009,70351,2018,8,16,0.0,1.0,N
3881,IDCJAC0009,70351,2018,8,17,0.0,1.0,N
3882,IDCJAC0009,70351,2018,8,18,0.0,1.0,N
3883,IDCJAC0009,70351,2018,8,19,3.4,1.0,N
3884,IDCJAC0009,70351,2018,8,20,0.0,1.0,N
3885,IDCJAC0009,70351,2018,8,21,0.0,1.0,N
3886,IDCJAC0009,70351,2018,8,22,0.0,1.0,N
3887,IDCJAC0009,70351,2018,8,23,0.0,1.0,N
3888,IDCJAC0009,70351,2018,8,24,0.0,1.0,N
3889,IDCJAC0009,70351,2018,8,25,0.0,1.0,N
3890,IDCJAC0009,70351,2018,8,26,1.6,1.0,N
3891,IDCJAC0009,70351,2018,8,27,0.0,1.0,N
3892,IDCJAC0009,70351,2018,8,28,0.0,1.0,N
3893,IDCJAC0009,70351,2018,8,29,0.0,1.0,N
3894,IDCJAC0009,70351,2018,8,30,0.0,1.0,N
3895,IDCJAC0009,70351,2018,8,31,0.4,1.0,N
3896,IDCJAC0009,70351,2018,9,1,12.4,1.0,N
3897,IDCJAC0009,70351,2018,9,2,0.0,1.0,N
3898,IDCJAC0009,70351,2018,9,3,0.0,1.0,N
3899,IDCJAC0009,70351,2018,9,4,0.0,1.0,N
3900,IDCJAC0009,70351,2018,9,5,0.6,1.0,N
3901,IDCJAC0009,70351,2018,9,6,0.2,1.0,N
3902,IDCJAC0009,70351,2018,9,7,24.6,1.0,N
3903,IDCJAC0009,70351,2018,9,8,0.0,1.0,N
3904,IDCJAC0009,70351,2018,9,9,0.0,1.0,N
3905,IDCJAC0009,70351,2018,9,10,0.0,1.0,N
3906,IDCJAC0009,70351,2018,9,11,0.0,1.0,N
3907,IDCJAC0009,70351,2018,9,12,0.0,1.0,N
3908,IDCJAC0009,70351,2018,9,13,0.0,1.0,N
3909,IDCJAC0009,70351,2018,9,14,0.0,1.0,N
3910,IDCJAC0009,70351,2018,9,15,0.0,1.0,N
3911,IDCJAC0009,70351,2018,9,16,0.0,1.0,N
3912,IDCJAC0009,70351,2018,9,17,0.0,1.0,N
3913,IDCJAC0009,70351,2018,9,18,0.0,1.0,N
3914,IDCJAC0009,70351,2018,9,19,0.0,1.0,N
3915,IDCJAC0009,70351,2018,9,20,0.0,1.0,N
3916,IDCJAC0009,70351,2018,9,21,0.0,1.0,N
3917,IDCJAC0009,70351,2018,9,22,0.0,1.0,N
3918,IDCJAC0009,70351,2018,9,23,0.0,1.0,N
3919,IDCJAC0009,70351,2018,9,24,0.4,1.0,N
3920,IDCJAC0009,70351,2018,9,25,0.0,1.0,N
3921,IDCJAC0009,70351,2018,9,26,0.0,1.0,N
3922,IDCJAC0009,70351,2018,9,27,0.0,1.0,N
3923,IDCJAC0009,70351,2018,9,28,0.0,1.0,N
3924,IDCJAC0009,70351,2018,9,29,0.0,1.0,N
3925,IDCJAC0009,70351,2018,9,30,0.0,1.0,N
3926,IDCJAC0009,70351,2018,10,1,0.0,1.0,N
3927,IDCJAC0009,70351,2018,10,2,0.0,1.0,N
3928,IDCJAC0009,70351,2018,10,3,0.0,1.0,N
3929,IDCJAC0009,70351,2018,10,4,1.0,1.0,N
3930,IDCJAC0009,70351,2018,10,5,1.0,1.0,N
3931,IDCJAC0009,70351,2018,10,6,0.0,1.0,N
3932,IDCJAC0009,70351,2018,10,7,0.0,1.0,N
3933,IDCJAC0009,70351,2018,10,8,0.0,1.0,N
3934,IDCJAC0009,70351,2018,10,9,0.0,1.0,N
3935,IDCJAC0009,70351,2018,10,10,1.8,1.0,N
3936,IDCJAC0009,70351,2018,10,11,0.0,1.0,N
3937,IDCJAC0009,70351,2018,10,12,0.0,1.0,N
3938,IDCJAC0009,70351,2018,10,13,0.2,1.0,N
3939,IDCJAC0009,70351,2018,10,14,0.0,1.0,N
3940,IDCJAC0009,70351,2018,10,15,0.0,1.0,N
3941,IDCJAC0009,70351,2018,10,16,0.0,1.0,N
3942,IDCJAC0009,70351,2018,10,17,0.0,1.0,N
3943,IDCJAC0009,70351,2018,10,18,0.8,1.0,N
3944,IDCJAC0009,70351,2018,10,19,0.0,1.0,N
3945,IDCJAC0009,70351,2018,10,20,0.0,1.0,N
3946,IDCJAC0009,70351,2018,10,21,9.4,1.0,N
3947,IDCJAC0009,70351,2018,10,22,0.0,1.0,N
3948,IDCJAC0009,70351,2018,10,23,0.0,1.0,N
3949,IDCJAC0009,70351,2018,10,24,0.0,1.0,N
3950,IDCJAC0009,70351,2018,10,25,0.0,1.0,N
3951,IDCJAC0009,70351,2018,10,26,0.0,1.0,N
3952,IDCJAC0009,70351,2018,10,27,0.0,1.0,N
3953,IDCJAC0009,70351,2018,10,28,0.0,1.0,N
3954,IDCJAC0009,70351,2018,10,29,0.0,1.0,N
3955,IDCJAC0009,70351,2018,10,30,0.0,1.0,N
3956,IDCJAC0009,70351,2018,10,31,0.0,1.0,N
3957,IDCJAC0009,70351,2018,11,1,0.0,1.0,N
3958,IDCJAC0009,70351,2018,11,2,0.0,1.0,N
3959,IDCJAC0009,70351,2018,11,3,1.0,1.0,N
3960,IDCJAC0009,70351,2018,11,4,0.0,1.0,N
3961,IDCJAC0009,70351,2018,11,5,0.0,1.0,N
3962,IDCJAC0009,70351,2018,11,6,1.2,1.0,N
3963,IDCJAC0009,70351,2018,11,7,7.6,1.0,N
3964,IDCJAC0009,70351,2018,11,8,9.8,1.0,N
3965,IDCJAC0009,70351,2018,11,9,0.0,1.0,N
3966,IDCJAC0009,70351,2018,11,10,0.0,1.0,N
3967,IDCJAC0009,70351,2018,11,11,0.0,1.0,N
3968,IDCJAC0009,70351,2018,11,12,0.0,1.0,N
3969,IDCJAC0009,70351,2018,11,13,0.0,1.0,N
3970,IDCJAC0009,70351,2018,11,14,0.0,1.0,N
3971,IDCJAC0009,70351,2018,11,15,8.8,1.0,N
3972,IDCJAC0009,70351,2018,11,16,0.2,1.0,N
3973,IDCJAC0009,70351,2018,11,17,0.0,1.0,N
3974,IDCJAC0009,70351,2018,11,18,0.0,1.0,N
3975,IDCJAC0009,70351,2018,11,19,0.0,1.0,N
3976,IDCJAC0009,70351,2018,11,20,0.0,1.0,N
3977,IDCJAC0009,70351,2018,11,21,12.0,1.0,N
3978,IDCJAC0009,70351,2018,11,22,22.4,1.0,N
3979,IDCJAC0009,70351,2018,11,23,6.2,1.0,N
3980,IDCJAC0009,70351,2018,11,24,0.4,1.0,N
3981,IDCJAC0009,70351,2018,11,25,0.0,1.0,N
3982,IDCJAC0009,70351,2018,11,26,1.0,1.0,N
3983,IDCJAC0009,70351,2018,11,27,0.2,1.0,N
3984,IDCJAC0009,70351,2018,11,28,7.8,1.0,N
3985,IDCJAC0009,70351,2018,11,29,3.8,1.0,N
3986,IDCJAC0009,70351,2018,11,30,0.0,1.0,N
3987,IDCJAC0009,70351,2018,12,1,0.0,1.0,N
3988,IDCJAC0009,70351,2018,12,2,0.0,1.0,N
3989,IDCJAC0009,70351,2018,12,3,0.0,1.0,N
3990,IDCJAC0009,70351,2018,12,4,0.0,1.0,N
3991,IDCJAC0009,70351,2018,12,5,0.0,1.0,N
3992,IDCJAC0009,70351,2018,12,6,0.0,1.0,N
3993,IDCJAC0009,70351,2018,12,7,0.0,1.0,N
3994,IDCJAC0009,70351,2018,12,8,0.0,1.0,N
3995,IDCJAC0009,70351,2018,12,9,0.0,1.0,N
3996,IDCJAC0009,70351,2018,12,10,17.0,1.0,N
3997,IDCJAC0009,70351,2018,12,11,0.0,1.0,N
3998,IDCJAC0009,70351,2018,12,12,0.6,1.0,N
3999,IDCJAC0009,70351,2018,12,13,28.6,1.0,N
4000,IDCJAC0009,70351,2018,12,14,33.2,1.0,N
4001,IDCJAC0009,70351,2018,12,15,9.2,1.0,N
4002,IDCJAC0009,70351,2018,12,16,0.0,1.0,N
4003,IDCJAC0009,70351,2018,12,17,0.0,1.0,N
4004,IDCJAC0009,70351,2018,12,18,0.0,1.0,N
4005,IDCJAC0009,70351,2018,12,19,0.0,1.0,N
4006,IDCJAC0009,70351,2018,12,20,0.0,1.0,N
4007,IDCJAC0009,70351,2018,12,21,0.0,1.0,N
4008,IDCJAC0009,70351,2018,12,22,16.2,1.0,N
4009,IDCJAC0009,70351,2018,12,23,1.6,1.0,N
4010,IDCJAC0009,70351,2018,12,24,0.0,1.0,N
4011,IDCJAC0009,70351,2018,12,25,0.0,1.0,N
4012,IDCJAC0009,70351,2018,12,26,0.0,1.0,N
4013,IDCJAC0009,70351,2018,12,27,0.0,1.0,N
4014,IDCJAC0009,70351,2018,12,28,0.0,1.0,N
4015,IDCJAC0009,70351,2018,12,29,0.0,1.0,N
4016,IDCJAC0009,70351,2018,12,30,0.0,1.0,N
4017,IDCJAC0009,70351,2018,12,31,0.0,1.0,N
4018,IDCJAC0009,70351,2019,1,1,0.0,1.0,N
4019,IDCJAC0009,70351,2019,1,2,0.0,1.0,N
4020,IDCJAC0009,70351,2019,1,3,0.0,1.0,N
4021,IDCJAC0009,70351,2019,1,4,0.0,1.0,N
4022,IDCJAC0009,70351,2019,1,5,0.0,1.0,N
4023,IDCJAC0009,70351,2019,1,6,7.0,1.0,N
4024,IDCJAC0009,70351,2019,1,7,0.0,1.0,N
4025,IDCJAC0009,70351,2019,1,8,11.2,1.0,N
4026,IDCJAC0009,70351,2019,1,9,9.4,1.0,N
4027,IDCJAC0009,70351,2019,1,10,0.0,1.0,N
4028,IDCJAC0009,70351,2019,1,11,0.0,1.0,N
4029,IDCJAC0009,70351,2019,1,12,2.2,1.0,N
4030,IDCJAC0009,70351,2019,1,13,0.0,1.0,N
4031,IDCJAC0009,70351,2019,1,14,0.0,1.0,N
4032,IDCJAC0009,70351,2019,1,15,0.0,1.0,N
4033,IDCJAC0009,70351,2019,1,16,0.0,1.0,N
4034,IDCJAC0009,70351,2019,1,17,0.0,1.0,N
4035,IDCJAC0009,70351,2019,1,18,11.2,1.0,N
4036,IDCJAC0009,70351,2019,1,19,1.0,1.0,N
4037,IDCJAC0009,70351,2019,1,20,0.0,1.0,N
4038,IDCJAC0009,70351,2019,1,21,0.0,1.0,N
4039,IDCJAC0009,70351,2019,1,22,0.0,1.0,N
4040,IDCJAC0009,70351,2019,1,23,2.0,1.0,N
4041,IDCJAC0009,70351,2019,1,24,4.2,1.0,N
4042,IDCJAC0009,70351,2019,1,25,0.0,1.0,N
4043,IDCJAC0009,70351,2019,1,26,0.0,1.0,N
4044,IDCJAC0009,70351,2019,1,27,7.2,1.0,N
4045,IDCJAC0009,70351,2019,1,28,0.0,1.0,N
4046,IDCJAC0009,70351,2019,1,29,3.2,1.0,N
4047,IDCJAC0009,70351,2019,1,30,2.6,1.0,N
4048,IDCJAC0009,70351,2019,1,31,0.0,1.0,N
4049,IDCJAC0009,70351,2019,2,1,0.0,1.0,N
4050,IDCJAC0009,70351,2019,2,2,0.0,1.0,N
4051,IDCJAC0009,70351,2019,2,3,0.0,1.0,N
4052,IDCJAC0009,70351,2019,2,4,2.2,1.0,N
4053,IDCJAC0009,70351,2019,2,5,32.0,1.0,N
4054,IDCJAC0009,70351,2019,2,6,2.8,1.0,N
4055,IDCJAC0009,70351,2019,2,7,0.0,1.0,N
4056,IDCJAC0009,70351,2019,2,8,0.0,1.0,N
4057,IDCJAC0009,70351,2019,2,9,5.4,1.0,N
4058,IDCJAC0009,70351,2019,2,10,0.0,1.0,N
4059,IDCJAC0009,70351,2019,2,11,0.0,1.0,N
4060,IDCJAC0009,70351,2019,2,12,0.0,1.0,N
4061,IDCJAC0009,70351,2019,2,13,0.0,1.0,N
4062,IDCJAC0009,70351,2019,2,14,0.0,1.0,N
4063,IDCJAC0009,70351,2019,2,15,0.0,1.0,N
4064,IDCJAC0009,70351,2019,2,16,0.0,1.0,N
4065,IDCJAC0009,70351,2019,2,17,0.0,1.0,N
4066,IDCJAC0009,70351,2019,2,18,0.0,1.0,N
4067,IDCJAC0009,70351,2019,2,19,0.0,1.0,N
4068,IDCJAC0009,70351,2019,2,20,0.0,1.0,N
4069,IDCJAC0009,70351,2019,2,21,0.0,1.0,N
4070,IDCJAC0009,70351,2019,2,22,0.0,1.0,N
4071,IDCJAC0009,70351,2019,2,23,0.0,1.0,N
4072,IDCJAC0009,70351,2019,2,24,0.0,1.0,N
4073,IDCJAC0009,70351,2019,2,25,0.0,1.0,N
4074,IDCJAC0009,70351,2019,2,26,0.0,1.0,N
4075,IDCJAC0009,70351,2019,2,27,0.4,1.0,N
4076,IDCJAC0009,70351,2019,2,28,0.0,1.0,N
4077,IDCJAC0009,70351,2019,3,1,0.0,1.0,N
4078,IDCJAC0009,70351,2019,3,2,0.0,1.0,N
4079,IDCJAC0009,70351,2019,3,3,0.0,1.0,N
4080,IDCJAC0009,70351,2019,3,4,0.0,1.0,N
4081,IDCJAC0009,70351,2019,3,5,0.0,1.0,N
4082,IDCJAC0009,70351,2019,3,6,0.0,1.0,N
4083,IDCJAC0009,70351,2019,3,7,9.8,1.0,N
4084,IDCJAC0009,70351,2019,3,8,0.0,1.0,N
4085,IDCJAC0009,70351,2019,3,9,0.2,1.0,N
4086,IDCJAC0009,70351,2019,3,10,0.2,1.0,N
4087,IDCJAC0009,70351,2019,3,11,0.0,1.0,N
4088,IDCJAC0009,70351,2019,3,12,0.2,1.0,N
4089,IDCJAC0009,70351,2019,3,13,0.0,1.0,N
4090,IDCJAC0009,70351,2019,3,14,0.0,1.0,N
4091,IDCJAC0009,70351,2019,3,15,0.0,1.0,N
4092,IDCJAC0009,70351,2019,3,16,0.0,1.0,N
4093,IDCJAC0009,70351,2019,3,17,0.0,1.0,N
4094,IDCJAC0009,70351,2019,3,18,15.8,1.0,N
4095,IDCJAC0009,70351,2019,3,19,0.0,1.0,N
4096,IDCJAC0009,70351,2019,3,20,0.2,1.0,N
4097,IDCJAC0009,70351,2019,3,21,0.2,1.0,N
4098,IDCJAC0009,70351,2019,3,22,0.0,1.0,N
4099,IDCJAC0009,70351,2019,3,23,1.0,1.0,N
4100,IDCJAC0009,70351,2019,3,24,0.0,1.0,N
4101,IDCJAC0009,70351,2019,3,25,0.6,1.0,N
