Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,070014,1987,07,37.8,Y
IDCJAC0001,070014,1987,08,45.4,Y
IDCJAC0001,070014,1987,09,24.0,Y
IDCJAC0001,070014,1987,10,57.8,Y
IDCJAC0001,070014,1987,11,55.0,Y
IDCJAC0001,070014,1987,12,116.0,Y
IDCJAC0001,070014,1988,01,11.6,Y
IDCJAC0001,070014,1988,02,46.6,Y
IDCJAC0001,070014,1988,03,16.8,Y
IDCJAC0001,070014,1988,04,100.8,Y
IDCJAC0001,070014,1988,05,72.4,Y
IDCJAC0001,070014,1988,06,56.0,Y
IDCJAC0001,070014,1988,07,99.8,Y
IDCJAC0001,070014,1988,08,49.8,Y
IDCJAC0001,070014,1988,09,63.2,Y
IDCJAC0001,070014,1988,10,29.2,Y
IDCJAC0001,070014,1988,11,97.4,Y
IDCJAC0001,070014,1988,12,121.4,Y
IDCJAC0001,070014,1989,01,23.2,Y
IDCJAC0001,070014,1989,02,4.8,Y
IDCJAC0001,070014,1989,03,243.6,Y
IDCJAC0001,070014,1989,04,187.2,Y
IDCJAC0001,070014,1989,05,47.0,Y
IDCJAC0001,070014,1989,06,25.0,Y
IDCJAC0001,070014,1989,07,40.6,Y
IDCJAC0001,070014,1989,08,24.2,Y
IDCJAC0001,070014,1989,09,14.0,Y
IDCJAC0001,070014,1989,10,30.4,Y
IDCJAC0001,070014,1989,11,136.2,Y
IDCJAC0001,070014,1989,12,49.2,Y
IDCJAC0001,070014,1990,01,35.0,Y
IDCJAC0001,070014,1990,02,80.8,Y
IDCJAC0001,070014,1990,03,6.2,Y
IDCJAC0001,070014,1990,04,137.6,Y
IDCJAC0001,070014,1990,05,82.2,Y
IDCJAC0001,070014,1990,06,18.0,Y
IDCJAC0001,070014,1990,07,55.4,Y
IDCJAC0001,070014,1990,08,44.4,Y
IDCJAC0001,070014,1990,09,32.0,Y
IDCJAC0001,070014,1990,10,58.4,Y
IDCJAC0001,070014,1990,11,23.2,Y
IDCJAC0001,070014,1990,12,44.0,Y
IDCJAC0001,070014,1991,01,82.2,Y
IDCJAC0001,070014,1991,02,19.2,Y
IDCJAC0001,070014,1991,03,16.0,Y
IDCJAC0001,070014,1991,04,16.2,Y
IDCJAC0001,070014,1991,05,32.2,Y
IDCJAC0001,070014,1991,06,97.0,Y
IDCJAC0001,070014,1991,07,108.0,Y
IDCJAC0001,070014,1991,08,70.6,Y
IDCJAC0001,070014,1991,09,57.6,Y
IDCJAC0001,070014,1991,10,21.8,Y
IDCJAC0001,070014,1991,11,21.4,Y
IDCJAC0001,070014,1991,12,56.0,Y
IDCJAC0001,070014,1992,01,115.0,Y
IDCJAC0001,070014,1992,02,73.0,Y
IDCJAC0001,070014,1992,03,54.4,Y
IDCJAC0001,070014,1992,04,33.0,Y
IDCJAC0001,070014,1992,05,38.0,Y
IDCJAC0001,070014,1992,06,23.6,Y
IDCJAC0001,070014,1992,07,16.8,Y
IDCJAC0001,070014,1992,08,75.0,Y
IDCJAC0001,070014,1992,09,67.4,Y
IDCJAC0001,070014,1992,10,78.8,Y
IDCJAC0001,070014,1992,11,111.0,Y
IDCJAC0001,070014,1992,12,84.8,Y
IDCJAC0001,070014,1993,01,133.0,Y
IDCJAC0001,070014,1993,02,32.4,Y
IDCJAC0001,070014,1993,03,100.8,Y
IDCJAC0001,070014,1993,04,22.4,Y
IDCJAC0001,070014,1993,05,20.0,Y
IDCJAC0001,070014,1993,06,25.4,Y
IDCJAC0001,070014,1993,07,121.0,Y
IDCJAC0001,070014,1993,08,12.4,Y
IDCJAC0001,070014,1993,09,80.6,Y
IDCJAC0001,070014,1993,10,54.4,Y
IDCJAC0001,070014,1993,11,66.6,Y
IDCJAC0001,070014,1993,12,23.2,Y
IDCJAC0001,070014,1994,01,9.2,Y
IDCJAC0001,070014,1994,02,66.4,Y
IDCJAC0001,070014,1994,03,21.4,Y
IDCJAC0001,070014,1994,04,70.4,Y
IDCJAC0001,070014,1994,05,5.8,Y
IDCJAC0001,070014,1994,06,35.0,Y
IDCJAC0001,070014,1994,07,9.2,Y
IDCJAC0001,070014,1994,08,2.0,Y
IDCJAC0001,070014,1994,09,3.0,Y
IDCJAC0001,070014,1994,10,46.8,Y
IDCJAC0001,070014,1994,11,46.4,Y
IDCJAC0001,070014,1994,12,67.8,Y
IDCJAC0001,070014,1995,01,218.4,Y
IDCJAC0001,070014,1995,02,3.6,Y
IDCJAC0001,070014,1995,03,4.4,Y
IDCJAC0001,070014,1995,04,10.8,Y
IDCJAC0001,070014,1995,05,137.4,Y
IDCJAC0001,070014,1995,06,38.8,Y
IDCJAC0001,070014,1995,07,53.4,Y
IDCJAC0001,070014,1995,08,5.2,Y
IDCJAC0001,070014,1995,09,42.8,Y
IDCJAC0001,070014,1995,10,87.0,Y
IDCJAC0001,070014,1995,11,138.2,Y
IDCJAC0001,070014,1995,12,61.0,Y
IDCJAC0001,070014,1996,01,84.8,Y
IDCJAC0001,070014,1996,02,38.4,Y
IDCJAC0001,070014,1996,03,20.6,Y
IDCJAC0001,070014,1996,04,18.2,Y
IDCJAC0001,070014,1996,05,59.8,Y
IDCJAC0001,070014,1996,06,35.8,Y
IDCJAC0001,070014,1996,07,73.0,Y
IDCJAC0001,070014,1996,08,45.4,Y
IDCJAC0001,070014,1996,09,88.6,Y
IDCJAC0001,070014,1996,10,67.8,Y
IDCJAC0001,070014,1996,11,79.2,Y
IDCJAC0001,070014,1996,12,61.0,Y
IDCJAC0001,070014,1997,01,51.2,Y
IDCJAC0001,070014,1997,02,28.6,Y
IDCJAC0001,070014,1997,03,30.8,Y
IDCJAC0001,070014,1997,04,0.6,Y
IDCJAC0001,070014,1997,05,29.4,Y
IDCJAC0001,070014,1997,06,118.2,Y
IDCJAC0001,070014,1997,07,12.4,Y
IDCJAC0001,070014,1997,08,26.0,Y
IDCJAC0001,070014,1997,09,84.0,Y
IDCJAC0001,070014,1997,10,15.0,Y
IDCJAC0001,070014,1997,11,20.0,Y
IDCJAC0001,070014,1997,12,9.8,Y
IDCJAC0001,070014,1998,01,22.8,Y
IDCJAC0001,070014,1998,02,38.4,Y
IDCJAC0001,070014,1998,03,3.6,Y
IDCJAC0001,070014,1998,04,51.4,Y
IDCJAC0001,070014,1998,05,37.8,Y
IDCJAC0001,070014,1998,06,117.4,Y
IDCJAC0001,070014,1998,07,69.8,Y
IDCJAC0001,070014,1998,08,118.6,Y
IDCJAC0001,070014,1998,09,57.0,Y
IDCJAC0001,070014,1998,10,59.0,Y
IDCJAC0001,070014,1998,11,79.6,Y
IDCJAC0001,070014,1998,12,13.8,Y
IDCJAC0001,070014,1999,01,97.4,Y
IDCJAC0001,070014,1999,02,10.0,Y
IDCJAC0001,070014,1999,03,70.8,Y
IDCJAC0001,070014,1999,04,53.8,Y
IDCJAC0001,070014,1999,05,23.0,Y
IDCJAC0001,070014,1999,06,35.8,Y
IDCJAC0001,070014,1999,07,18.2,Y
IDCJAC0001,070014,1999,08,45.6,Y
IDCJAC0001,070014,1999,09,70.0,Y
IDCJAC0001,070014,1999,10,106.2,Y
IDCJAC0001,070014,1999,11,41.4,Y
IDCJAC0001,070014,1999,12,139.6,Y
IDCJAC0001,070014,2000,01,35.8,Y
IDCJAC0001,070014,2000,02,14.6,Y
IDCJAC0001,070014,2000,03,43.4,Y
IDCJAC0001,070014,2000,04,61.8,Y
IDCJAC0001,070014,2000,05,58.0,Y
IDCJAC0001,070014,2000,06,26.6,Y
IDCJAC0001,070014,2000,07,31.0,Y
IDCJAC0001,070014,2000,08,64.6,Y
IDCJAC0001,070014,2000,09,85.6,Y
IDCJAC0001,070014,2000,10,56.8,Y
IDCJAC0001,070014,2000,11,121.2,Y
IDCJAC0001,070014,2000,12,27.0,Y
IDCJAC0001,070014,2001,01,40.4,Y
IDCJAC0001,070014,2001,02,98.0,Y
IDCJAC0001,070014,2001,03,48.6,Y
IDCJAC0001,070014,2001,04,10.6,Y
IDCJAC0001,070014,2001,05,2.6,Y
IDCJAC0001,070014,2001,06,31.8,Y
IDCJAC0001,070014,2001,07,38.8,Y
IDCJAC0001,070014,2001,08,60.8,Y
IDCJAC0001,070014,2001,09,62.2,Y
IDCJAC0001,070014,2001,10,45.6,Y
IDCJAC0001,070014,2001,11,45.4,Y
IDCJAC0001,070014,2001,12,15.2,Y
IDCJAC0001,070014,2002,01,26.4,Y
IDCJAC0001,070014,2002,02,211.0,Y
IDCJAC0001,070014,2002,03,40.8,Y
IDCJAC0001,070014,2002,04,21.2,Y
IDCJAC0001,070014,2002,05,27.0,Y
IDCJAC0001,070014,2002,06,40.8,Y
IDCJAC0001,070014,2002,07,16.8,Y
IDCJAC0001,070014,2002,08,22.8,Y
IDCJAC0001,070014,2002,09,58.4,Y
IDCJAC0001,070014,2002,10,11.6,Y
IDCJAC0001,070014,2002,11,10.4,Y
IDCJAC0001,070014,2002,12,18.2,Y
IDCJAC0001,070014,2003,01,11.4,Y
IDCJAC0001,070014,2003,02,55.2,Y
IDCJAC0001,070014,2003,03,58.4,Y
IDCJAC0001,070014,2003,04,15.4,Y
IDCJAC0001,070014,2003,05,14.6,Y
IDCJAC0001,070014,2003,06,46.6,Y
IDCJAC0001,070014,2003,07,36.4,Y
IDCJAC0001,070014,2003,08,66.2,Y
IDCJAC0001,070014,2003,09,44.8,Y
IDCJAC0001,070014,2003,10,59.6,Y
IDCJAC0001,070014,2003,11,73.2,Y
IDCJAC0001,070014,2003,12,87.4,Y
IDCJAC0001,070014,2004,01,49.0,Y
IDCJAC0001,070014,2004,02,21.4,Y
IDCJAC0001,070014,2004,03,4.4,Y
IDCJAC0001,070014,2004,04,2.4,Y
IDCJAC0001,070014,2004,05,6.6,Y
IDCJAC0001,070014,2004,06,11.6,Y
IDCJAC0001,070014,2004,07,10.8,Y
IDCJAC0001,070014,2004,08,67.8,Y
IDCJAC0001,070014,2004,09,48.0,Y
IDCJAC0001,070014,2004,10,55.0,Y
IDCJAC0001,070014,2004,11,85.8,Y
IDCJAC0001,070014,2004,12,72.4,Y
IDCJAC0001,070014,2005,01,57.2,Y
IDCJAC0001,070014,2005,02,73.6,Y
IDCJAC0001,070014,2005,03,40.2,Y
IDCJAC0001,070014,2005,04,6.8,Y
IDCJAC0001,070014,2005,05,0.8,Y
IDCJAC0001,070014,2005,06,73.0,Y
IDCJAC0001,070014,2005,07,86.4,Y
IDCJAC0001,070014,2005,08,45.8,Y
IDCJAC0001,070014,2005,09,100.6,Y
IDCJAC0001,070014,2005,10,61.0,Y
IDCJAC0001,070014,2005,11,83.4,Y
IDCJAC0001,070014,2005,12,19.8,Y
IDCJAC0001,070014,2006,01,79.0,Y
IDCJAC0001,070014,2006,02,23.8,Y
IDCJAC0001,070014,2006,03,30.8,Y
IDCJAC0001,070014,2006,04,14.8,Y
IDCJAC0001,070014,2006,05,9.4,Y
IDCJAC0001,070014,2006,06,74.4,Y
IDCJAC0001,070014,2006,07,36.4,Y
IDCJAC0001,070014,2006,08,11.6,Y
IDCJAC0001,070014,2006,09,18.4,Y
IDCJAC0001,070014,2006,10,4.0,Y
IDCJAC0001,070014,2006,11,41.8,Y
IDCJAC0001,070014,2006,12,16.8,Y
IDCJAC0001,070014,2007,01,9.6,Y
IDCJAC0001,070014,2007,02,95.2,Y
IDCJAC0001,070014,2007,03,36.6,Y
IDCJAC0001,070014,2007,04,27.8,Y
IDCJAC0001,070014,2007,05,41.6,Y
IDCJAC0001,070014,2007,06,92.8,Y
IDCJAC0001,070014,2007,07,18.8,Y
IDCJAC0001,070014,2007,08,11.6,Y
IDCJAC0001,070014,2007,09,14.6,Y
IDCJAC0001,070014,2007,10,23.4,Y
IDCJAC0001,070014,2007,11,95.4,Y
IDCJAC0001,070014,2007,12,101.0,Y
IDCJAC0001,070014,2008,01,43.8,Y
IDCJAC0001,070014,2008,02,64.6,Y
IDCJAC0001,070014,2008,03,30.0,Y
IDCJAC0001,070014,2008,04,17.4,Y
IDCJAC0001,070014,2008,05,12.8,Y
IDCJAC0001,070014,2008,06,21.8,Y
IDCJAC0001,070014,2008,07,44.0,Y
IDCJAC0001,070014,2008,08,17.6,Y
IDCJAC0001,070014,2008,09,40.8,Y
IDCJAC0001,070014,2008,10,33.6,Y
IDCJAC0001,070014,2008,11,87.4,Y
IDCJAC0001,070014,2008,12,121.0,Y
IDCJAC0001,070014,2009,01,52.0,Y
IDCJAC0001,070014,2009,02,7.0,Y
IDCJAC0001,070014,2009,03,10.2,Y
IDCJAC0001,070014,2009,04,72.6,Y
IDCJAC0001,070014,2009,05,2.4,Y
IDCJAC0001,070014,2009,06,35.4,Y
IDCJAC0001,070014,2009,07,30.4,Y
IDCJAC0001,070014,2009,08,38.4,Y
IDCJAC0001,070014,2009,09,57.6,Y
IDCJAC0001,070014,2009,10,43.2,Y
IDCJAC0001,070014,2009,11,17.2,Y
IDCJAC0001,070014,2009,12,76.0,Y
IDCJAC0001,070014,2010,01,7.8,Y
IDCJAC0001,070014,2010,02,129.2,Y
IDCJAC0001,070014,2010,03,85.6,N
IDCJAC0001,070014,2010,04,18.0,N
IDCJAC0001,070014,2010,05,71.6,N
IDCJAC0001,070014,2010,06,19.0,N
IDCJAC0001,070014,2010,07,53.8,Y
IDCJAC0001,070014,2010,08,54.8,N
IDCJAC0001,070014,2010,09,34.0,N
IDCJAC0001,070014,2010,10,87.0,N
IDCJAC0001,070014,2010,11,103.0,N
IDCJAC0001,070014,2010,12,9.8,N
